"churn_status"	"session_length_seconds"	"session_count"	"event_count"	"closed_session_event_count"	"open_session_event_count"	"quest_completed_event_count"	"store_purchase_event_count"	"active_days"
"3331"	"Stayed"	3404	8	56	8	6	12	0	7
"3332"	"Stayed"	109520	117	1931	204	206	513	6	20
"3333"	"Churned"	621	2	24	5	5	1	0	2
"3334"	"Stayed"	95888	48	1797	115	115	976	3	9
"3335"	"Stayed"	140496	253	2691	776	774	255	14	48
"3336"	"Stayed"	630	7	28	7	7	0	0	6
"3337"	"Churned"	496	5	25	6	6	1	0	5
"3338"	"Churned"	23501	36	754	90	96	43	3	5
"3339"	"Churned"	4496	6	295	15	15	18	0	4
"3340"	"Stayed"	5472	18	182	23	22	23	1	7
"3341"	"Stayed"	158979	326	3552	556	553	1191	30	55
"3342"	"Stayed"	6072	7	139	11	10	15	0	6
"3343"	"Stayed"	91537	264	2024	422	421	158	24	45
"3344"	"Stayed"	33022	146	1223	208	210	361	2	54
"3345"	"Stayed"	60484	63	642	144	142	26	17	21
"3346"	"Stayed"	24042	44	767	64	63	136	1	18
"3347"	"Stayed"	4863	26	151	29	29	29	0	16
"3348"	"Churned"	175	1	5	1	1	0	0	1
"3349"	"Stayed"	18016	57	398	76	74	4	2	27
"3350"	"Churned"	1801	10	69	15	15	5	0	8
"3351"	"Stayed"	10818	22	214	33	30	25	0	11
"3352"	"Churned"	2242	9	62	15	15	3	0	7
"3353"	"Stayed"	0	1	1	0	0	0	0	1
"3354"	"Stayed"	12437	8	195	33	33	16	0	1
"3355"	"Stayed"	990	3	19	3	4	5	0	3
"3356"	"Churned"	32	1	4	1	1	0	0	1
"3357"	"Stayed"	5906	13	124	26	26	8	3	10
"3358"	"Stayed"	3013	5	57	7	7	5	0	4
"3359"	"Stayed"	1249	2	40	3	3	4	0	1
"3360"	"Churned"	4103	13	81	19	18	2	2	5
"3361"	"Stayed"	15797	10	278	33	33	85	4	4
"3362"	"Stayed"	47045	162	980	184	183	163	25	49
"3363"	"Churned"	4613	13	86	15	14	14	3	9
"3364"	"Stayed"	983	4	21	5	6	0	0	4
"3365"	"Churned"	98	1	4	1	1	0	0	1
"3366"	"Churned"	7979	21	137	28	25	8	0	19
"3367"	"Churned"	998	2	29	4	4	2	0	2
"3368"	"Churned"	255	1	8	2	2	0	0	1
"3369"	"Stayed"	55510	77	911	90	84	374	1	43
"3370"	"Churned"	1180	7	55	11	11	3	0	4
"3371"	"Stayed"	16691	21	388	34	34	87	0	6
"3372"	"Stayed"	5276	29	169	35	35	19	0	21
"3373"	"Churned"	43972	60	886	88	87	342	4	22
"3374"	"Stayed"	221014	336	3677	804	802	342	1	50
"3375"	"Churned"	544	6	34	11	10	1	0	6
"3376"	"Churned"	5284	6	112	19	19	15	0	3
"3377"	"Churned"	473	9	43	12	12	0	0	7
"3378"	"Churned"	1301	3	32	5	5	3	0	2
"3379"	"Stayed"	40129	95	883	131	128	201	2	16
"3380"	"Stayed"	137948	193	2153	569	561	182	8	26
"3381"	"Churned"	12592	12	246	34	33	27	3	3
"3382"	"Stayed"	297	2	7	2	1	0	0	1
"3383"	"Stayed"	11175	13	384	19	19	23	0	7
"3384"	"Stayed"	5981	18	175	22	22	71	0	14
"3385"	"Stayed"	211565	407	3135	718	712	208	10	54
"3386"	"Churned"	228	2	11	3	3	0	0	2
"3387"	"Stayed"	45772	43	1250	116	114	405	3	9
"3388"	"Stayed"	167992	216	3804	397	388	254	217	52
"3389"	"Stayed"	4234	3	63	5	5	9	0	3
"3390"	"Stayed"	109	1	6	2	2	0	0	1
"3391"	"Churned"	13890	22	367	44	44	25	2	5
"3392"	"Stayed"	807	3	20	5	4	0	0	3
"3393"	"Churned"	67	1	8	3	3	0	0	1
"3394"	"Churned"	14625	25	443	45	46	53	8	6
"3395"	"Churned"	95388	60	1790	166	163	479	3	15
"3396"	"Churned"	104	1	4	1	1	0	0	1
"3397"	"Stayed"	36434	54	569	116	115	52	2	18
"3398"	"Churned"	441	1	18	2	2	2	0	1
"3399"	"Churned"	30926	52	511	64	60	135	1	27
"3400"	"Stayed"	46444	115	1293	186	187	153	1	30
"3401"	"Stayed"	18710	95	522	112	111	79	0	45
"3402"	"Churned"	112	4	16	4	4	0	0	4
"3403"	"Stayed"	12204	25	257	51	50	44	3	8
"3404"	"Stayed"	35369	49	381	107	104	16	1	7
"3405"	"Churned"	12917	39	290	48	46	25	2	15
"3406"	"Churned"	156	1	8	3	3	0	0	1
"3407"	"Stayed"	15812	16	193	26	24	19	0	3
"3408"	"Stayed"	18048	50	509	85	85	92	1	17
"3409"	"Stayed"	77276	209	1518	361	360	296	16	46
"3410"	"Stayed"	80549	382	2182	519	519	215	6	55
"3411"	"Stayed"	4772	10	86	15	15	9	0	7
"3412"	"Churned"	5389	87	378	91	91	16	0	23
"3413"	"Stayed"	73200	224	1533	241	240	470	6	54
"3414"	"Stayed"	1725	4	51	5	5	7	0	3
"3415"	"Churned"	47	1	5	1	1	0	0	1
"3416"	"Churned"	56855	60	643	196	196	24	3	8
"3417"	"Churned"	2113	8	41	8	8	6	0	6
"3418"	"Churned"	1120	4	27	6	6	2	0	2
"3419"	"Churned"	126	1	6	2	2	0	0	1
"3420"	"Churned"	3062	4	60	6	6	7	0	1
"3421"	"Stayed"	2155	6	88	8	8	11	1	4
"3422"	"Stayed"	10608	34	194	43	42	15	0	21
"3423"	"Stayed"	236929	480	3618	684	689	132	161	55
"3424"	"Stayed"	1744	3	49	8	7	8	0	3
"3425"	"Churned"	962	3	36	6	6	4	0	2
"3426"	"Stayed"	62977	190	1359	290	290	229	11	36
"3427"	"Stayed"	28785	57	665	120	120	62	2	10
"3428"	"Churned"	15	1	4	1	1	0	0	1
"3429"	"Stayed"	29876	46	653	76	76	143	0	21
"3430"	"Stayed"	1545	7	52	10	10	4	0	6
"3431"	"Stayed"	17159	64	334	82	81	4	1	37
"3432"	"Churned"	641	2	28	4	4	2	0	1
"3433"	"Churned"	1996	3	60	15	15	2	0	3
"3434"	"Stayed"	10178	21	200	26	26	47	1	12
"3435"	"Stayed"	83326	110	1209	353	353	62	5	43
"3436"	"Stayed"	17728	63	385	97	94	38	7	17
"3437"	"Churned"	14807	36	317	52	51	43	1	18
"3438"	"Churned"	3429	2	83	4	4	7	1	2
"3439"	"Stayed"	18396	43	360	76	76	42	2	20
"3440"	"Stayed"	1186	1	51	3	3	1	0	1
"3441"	"Stayed"	31552	117	860	138	138	159	1	29
"3442"	"Stayed"	122241	250	3068	320	323	876	15	33
"3443"	"Churned"	8659	21	173	35	35	19	0	14
"3444"	"Churned"	85572	86	1702	238	238	420	3	13
"3445"	"Churned"	1434	5	29	5	5	0	0	4
"3446"	"Churned"	14109	14	445	28	27	170	3	9
"3447"	"Stayed"	470773	373	10127	1040	1035	5482	137	46
"3448"	"Stayed"	14463	49	307	72	71	25	4	25
"3449"	"Churned"	1134	3	58	5	5	5	0	3
"3450"	"Stayed"	4483	14	166	28	28	14	0	8
"3451"	"Churned"	5268	8	100	16	15	7	0	5
"3452"	"Stayed"	22617	92	676	102	100	101	1	43
"3453"	"Stayed"	4181	24	121	27	27	2	0	20
"3454"	"Stayed"	71229	146	1284	220	218	280	6	37
"3455"	"Churned"	54	1	4	1	1	0	0	1
"3456"	"Churned"	66	1	4	1	1	0	0	1
"3457"	"Churned"	831	5	28	7	7	3	0	5
"3458"	"Churned"	2173	4	53	10	10	7	0	1
"3459"	"Stayed"	463	1	11	2	2	1	0	1
"3460"	"Stayed"	32553	50	858	122	121	96	1	17
"3461"	"Churned"	946	2	40	3	3	2	0	1
"3462"	"Stayed"	1972	2	62	3	3	12	0	2
"3463"	"Stayed"	1258	2	32	3	3	5	0	1
"3464"	"Churned"	2054	3	59	6	6	7	0	3
"3465"	"Stayed"	4215	23	252	47	47	8	0	8
"3466"	"Stayed"	441	1	16	3	3	0	0	1
"3467"	"Churned"	1245	3	43	4	4	6	0	3
"3468"	"Stayed"	31943	201	934	235	235	91	26	53
"3469"	"Stayed"	32153	76	651	95	97	86	13	16
"3470"	"Churned"	881	2	16	2	2	6	0	2
"3471"	"Stayed"	66938	170	1340	251	249	204	6	34
"3472"	"Churned"	756	1	31	6	6	1	0	1
"3473"	"Stayed"	40088	154	936	221	222	67	0	53
"3474"	"Stayed"	75532	69	1666	171	172	737	0	24
"3475"	"Stayed"	26376	115	635	163	162	68	0	38
"3476"	"Churned"	80	1	7	2	2	0	0	1
"3477"	"Stayed"	62677	148	1093	247	248	114	8	30
"3478"	"Stayed"	4248	3	103	5	5	33	0	3
"3479"	"Stayed"	3044	18	113	21	20	23	2	13
"3480"	"Stayed"	66758	337	1655	447	444	91	1	55
"3481"	"Churned"	5539	5	85	10	10	11	0	1
"3482"	"Churned"	13629	56	469	72	71	49	1	21
"3483"	"Stayed"	13851	56	448	60	60	195	5	25
"3484"	"Stayed"	25583	20	565	40	39	112	28	6
"3485"	"Stayed"	71550	131	1870	325	325	377	5	24
"3486"	"Churned"	1422	3	28	4	4	1	0	3
"3487"	"Churned"	18836	58	789	69	65	69	2	23
"3488"	"Stayed"	29636	77	652	145	145	8	0	21
"3489"	"Stayed"	90713	135	1344	304	301	154	4	29
"3490"	"Churned"	2529	1	98	3	3	7	0	1
"3491"	"Stayed"	45781	202	1187	329	325	111	34	48
"3492"	"Stayed"	8801	15	276	25	25	35	0	2
"3493"	"Stayed"	6860	6	206	14	14	14	0	3
"3494"	"Stayed"	24139	43	469	83	83	96	2	9
"3495"	"Stayed"	1241	1	35	4	4	5	0	1
"3496"	"Stayed"	36570	117	771	169	167	68	1	13
"3497"	"Stayed"	97189	53	2114	102	104	1445	2	18
"3498"	"Churned"	2641	5	61	14	14	1	0	2
"3499"	"Churned"	3951	20	105	28	28	0	0	13
"3500"	"Stayed"	46	1	4	1	1	0	0	1
"3501"	"Stayed"	3576	43	183	50	50	7	0	11
"3502"	"Stayed"	56783	274	1429	343	343	42	24	53
"3503"	"Stayed"	268961	407	3775	897	897	760	7	52
"3504"	"Churned"	58952	162	1338	254	254	271	3	35
"3505"	"Stayed"	109588	260	2204	394	393	407	21	32
"3506"	"Stayed"	39660	75	750	97	97	155	8	25
"3507"	"Churned"	3790	3	134	6	6	16	0	2
"3508"	"Churned"	3440	17	91	24	23	3	0	10
"3509"	"Churned"	4938	4	71	11	9	4	0	2
"3510"	"Stayed"	124273	118	1809	289	285	590	8	9
"3511"	"Stayed"	137752	160	1686	256	259	215	10	16
"3512"	"Churned"	24872	68	452	102	100	81	13	20
"3513"	"Stayed"	126911	386	2198	489	487	101	6	55
"3514"	"Stayed"	36977	122	1320	151	151	264	2	25
"3515"	"Churned"	36404	28	557	56	52	234	0	8
"3516"	"Churned"	561	2	19	3	3	5	0	1
"3517"	"Stayed"	88986	181	1618	268	267	469	14	40
"3518"	"Stayed"	7046	13	198	17	15	20	0	4
"3519"	"Churned"	2	1	5	1	1	0	0	1
"3520"	"Stayed"	47618	193	1056	222	222	163	1	53
"3521"	"Churned"	4363	6	105	9	9	48	0	3
"3522"	"Churned"	4527	11	65	18	16	1	0	9
"3523"	"Churned"	15	2	8	2	2	0	0	2
"3524"	"Stayed"	60304	101	1605	205	203	444	7	29
"3525"	"Stayed"	13224	32	297	47	47	27	1	13
"3526"	"Stayed"	266235	280	3270	513	511	563	23	41
"3527"	"Churned"	4647	3	89	8	8	16	0	1
"3528"	"Churned"	216	1	12	2	1	0	0	1
"3529"	"Churned"	24321	66	378	103	100	31	5	26
"3530"	"Churned"	4219	8	67	14	14	7	0	6
"3531"	"Stayed"	635	2	26	4	4	1	0	2
"3532"	"Churned"	20697	26	307	55	54	27	2	8
"3533"	"Churned"	10106	21	261	31	30	20	0	10
"3534"	"Stayed"	159323	169	2921	278	269	719	4	32
"3535"	"Stayed"	662	6	26	6	6	2	0	5
"3536"	"Stayed"	8871	12	135	21	21	19	1	9
"3537"	"Churned"	24172	45	791	103	94	31	5	13
"3538"	"Stayed"	112718	117	2452	195	194	1271	3	31
"3539"	"Churned"	25144	38	329	78	78	40	2	18
"3540"	"Stayed"	91628	250	1867	347	341	358	16	28
"3541"	"Stayed"	2700	4	91	7	6	16	0	2
"3542"	"Stayed"	30059	81	774	119	120	204	0	40
"3543"	"Stayed"	853882	635	11304	1911	1905	4403	1	55
"3544"	"Churned"	2349	2	25	3	3	5	0	2
"3545"	"Stayed"	78853	175	1384	229	229	121	9	31
"3546"	"Stayed"	10806	77	393	87	87	39	3	38
"3547"	"Churned"	1271	2	45	3	3	10	0	1
"3548"	"Churned"	162	4	18	5	5	0	0	4
"3549"	"Churned"	5611	6	103	10	8	15	0	4
"3550"	"Churned"	191	1	5	2	1	0	0	1
"3551"	"Churned"	74950	90	1046	179	173	134	4	26
"3552"	"Stayed"	19579	80	695	103	103	75	1	18
"3553"	"Churned"	448	1	17	2	2	1	0	1
"3554"	"Churned"	13977	10	564	32	32	93	0	4
"3555"	"Churned"	1237	3	41	8	8	1	0	2
"3556"	"Churned"	3938	5	89	7	7	15	0	3
"3557"	"Churned"	361	1	13	5	5	0	0	1
"3558"	"Churned"	6904	16	184	26	26	25	0	15
"3559"	"Churned"	52	1	4	1	1	0	0	1
"3560"	"Churned"	9554	30	286	54	52	68	0	14
"3561"	"Stayed"	115583	215	2039	425	419	338	2	25
"3562"	"Stayed"	107286	186	2742	333	336	1224	1	45
"3563"	"Stayed"	91077	294	2796	375	376	1290	6	47
"3564"	"Churned"	30511	134	833	167	166	180	0	24
"3565"	"Churned"	826	3	43	7	7	4	0	1
"3566"	"Churned"	1488	3	69	6	5	10	0	2
"3567"	"Churned"	54959	74	738	143	138	132	21	23
"3568"	"Churned"	2059	2	36	8	7	2	0	1
"3569"	"Stayed"	28843	145	709	159	159	37	10	50
"3570"	"Churned"	8	1	4	1	1	0	0	1
"3571"	"Stayed"	58646	303	1482	320	319	203	24	54
"3572"	"Stayed"	131293	128	2496	326	327	645	25	38
"3573"	"Churned"	50	1	4	1	1	0	0	1
"3574"	"Churned"	28390	64	544	120	120	50	1	17
"3575"	"Churned"	6950	29	191	48	48	2	3	12
"3576"	"Stayed"	32639	112	747	121	120	274	3	49
"3577"	"Churned"	231	1	7	2	2	0	0	1
"3578"	"Stayed"	19383	76	528	92	92	56	1	27
"3579"	"Stayed"	4932	9	153	13	13	19	0	6
"3580"	"Stayed"	62436	149	1787	168	169	899	46	47
"3581"	"Stayed"	144777	321	2474	569	578	224	3	53
"3582"	"Stayed"	28613	52	557	70	71	104	1	13
"3583"	"Churned"	21862	49	434	74	73	116	2	24
"3584"	"Churned"	13983	13	306	25	25	27	1	5
"3585"	"Stayed"	389291	369	4987	1018	1012	1568	27	55
"3586"	"Churned"	2330	13	63	13	13	4	0	9
"3587"	"Churned"	195	2	10	2	2	0	0	2
"3588"	"Stayed"	175	2	11	3	3	0	0	2
"3589"	"Churned"	2329	1	57	2	2	16	0	1
"3590"	"Stayed"	113583	183	1775	327	325	354	4	34
"3591"	"Stayed"	1649	16	77	19	19	0	0	12
"3592"	"Churned"	1563	3	37	5	5	7	0	3
"3593"	"Churned"	40125	103	845	173	173	71	0	29
"3594"	"Stayed"	33680	139	965	190	190	26	0	45
"3595"	"Stayed"	115930	159	2110	342	345	111	21	20
"3596"	"Churned"	120	1	6	2	2	0	0	1
"3597"	"Churned"	532	7	25	6	6	2	0	3
"3598"	"Stayed"	35631	91	687	164	165	37	1	15
"3599"	"Stayed"	46205	118	887	207	198	121	2	39
"3600"	"Stayed"	1680	1	67	2	1	7	0	1
"3601"	"Churned"	6578	36	313	45	46	34	2	14
"3602"	"Churned"	4371	3	42	9	6	5	0	3
"3603"	"Stayed"	198	1	8	0	0	0	0	1
"3604"	"Stayed"	33628	63	648	104	108	26	1	11
"3605"	"Stayed"	7666	10	199	25	25	26	0	5
"3606"	"Stayed"	17	1	4	1	1	0	0	1
"3607"	"Churned"	1566	2	30	4	4	4	0	2
"3608"	"Churned"	2709	6	40	12	12	0	0	2
"3609"	"Churned"	4174	25	153	30	30	13	0	12
"3610"	"Stayed"	17112	27	327	62	63	41	0	12
"3611"	"Stayed"	109027	293	2212	347	344	564	54	37
"3612"	"Churned"	169	2	10	3	3	0	0	2
"3613"	"Stayed"	14792	15	255	26	24	39	0	8
"3614"	"Stayed"	1115	2	11	3	3	0	0	2
"3615"	"Churned"	45	1	4	1	1	0	0	1
"3616"	"Churned"	28594	22	414	44	38	136	1	14
"3617"	"Stayed"	188900	226	4526	501	498	1372	5	41
"3618"	"Stayed"	3739	3	69	5	5	10	0	2
"3619"	"Churned"	8402	11	139	24	24	16	0	6
"3620"	"Churned"	2506	5	38	8	8	3	0	4
"3621"	"Stayed"	1563	5	64	8	8	4	0	3
"3622"	"Churned"	64811	81	796	151	149	73	4	25
"3623"	"Churned"	394	1	13	2	2	0	0	1
"3624"	"Churned"	445	2	14	4	4	0	0	2
"3625"	"Churned"	2680	8	44	10	10	2	0	5
"3626"	"Churned"	101	1	6	2	2	0	0	1
"3627"	"Stayed"	4851	13	92	21	20	6	0	10
"3628"	"Churned"	34318	57	431	103	97	26	0	17
"3629"	"Stayed"	4333	5	74	9	9	10	0	3
"3630"	"Churned"	5298	6	136	14	14	5	0	5
"3631"	"Churned"	23378	101	600	133	133	25	2	30
"3632"	"Stayed"	74347	73	1311	123	124	446	1	15
"3633"	"Stayed"	29152	41	929	92	88	480	10	18
"3634"	"Stayed"	357344	495	6619	862	862	3219	102	55
"3635"	"Stayed"	152239	286	2235	525	522	191	17	25
"3636"	"Stayed"	5324	2	71	16	15	9	0	1
"3637"	"Churned"	30808	93	677	109	108	53	0	33
"3638"	"Stayed"	130570	231	1919	319	314	259	9	55
"3639"	"Churned"	1176	11	63	12	11	16	0	6
"3640"	"Stayed"	403	3	19	5	5	0	0	2
"3641"	"Stayed"	18334	25	266	38	37	28	0	10
"3642"	"Stayed"	3943	8	214	12	11	17	0	4
"3643"	"Churned"	1715	4	49	7	7	4	1	1
"3644"	"Stayed"	62369	172	2171	218	218	1194	0	39
"3645"	"Stayed"	426	4	17	4	4	0	0	3
"3646"	"Churned"	11561	41	288	71	71	58	0	17
"3647"	"Stayed"	143575	235	2702	357	358	1027	3	31
"3648"	"Churned"	17	1	4	1	1	0	0	1
"3649"	"Churned"	4766	2	105	11	11	17	0	1
"3650"	"Churned"	48736	59	896	118	117	175	23	16
"3651"	"Churned"	700	1	17	2	2	1	0	1
"3652"	"Stayed"	203196	475	3429	738	733	727	18	54
"3653"	"Churned"	1453	2	56	4	4	4	0	1
"3654"	"Stayed"	187335	187	4058	327	327	2479	8	34
"3655"	"Stayed"	1886	6	44	9	6	3	0	5
"3656"	"Stayed"	49026	135	883	148	145	243	0	54
"3657"	"Stayed"	85056	121	1996	215	217	822	12	41
"3658"	"Churned"	7241	7	216	14	13	17	0	4
"3659"	"Churned"	630	1	24	4	3	2	0	1
"3660"	"Churned"	6536	13	232	34	34	25	0	5
"3661"	"Stayed"	6069	4	109	16	16	7	0	3
"3662"	"Churned"	200108	287	3547	621	621	1299	19	36
"3663"	"Churned"	3	1	4	1	1	0	0	1
"3664"	"Churned"	3860	6	157	14	14	6	0	1
"3665"	"Stayed"	4767	26	123	32	32	3	0	14
"3666"	"Churned"	372	1	7	2	2	0	0	1
"3667"	"Churned"	15394	36	306	52	51	65	0	14
"3668"	"Churned"	7197	11	149	21	21	27	1	4
"3669"	"Churned"	32890	140	868	197	201	69	2	37
"3670"	"Churned"	4263	21	132	29	29	21	0	13
"3671"	"Stayed"	40859	43	1139	140	141	232	2	7
"3672"	"Churned"	696	1	10	4	4	0	0	1
"3673"	"Churned"	4176	6	78	10	10	12	0	5
"3674"	"Stayed"	29508	85	729	128	130	151	5	27
"3675"	"Churned"	10	2	8	2	2	0	0	2
"3676"	"Stayed"	70711	268	1313	320	320	58	27	53
"3677"	"Churned"	255	2	11	3	3	0	0	2
"3678"	"Churned"	24432	31	406	62	61	38	3	12
"3679"	"Stayed"	1257	5	28	7	7	0	0	5
"3680"	"Stayed"	111636	242	2227	369	372	499	12	45
"3681"	"Churned"	2597	2	20	4	4	1	0	2
"3682"	"Stayed"	94333	122	1501	255	257	355	5	27
"3683"	"Stayed"	18258	125	553	141	141	12	1	41
"3684"	"Churned"	3942	6	98	11	12	16	3	5
"3685"	"Churned"	1763	2	45	3	3	3	2	2
"3686"	"Churned"	13698	35	301	46	46	8	0	23
"3687"	"Stayed"	95336	222	1613	290	288	283	36	53
"3688"	"Churned"	2913	10	84	14	12	12	0	4
"3689"	"Stayed"	3468	3	72	5	5	15	0	3
"3690"	"Stayed"	643	4	22	7	7	0	0	3
"3691"	"Churned"	152	1	7	2	2	0	0	1
"3692"	"Churned"	203556	210	6028	339	337	3834	4	33
"3693"	"Stayed"	218590	482	3757	739	741	630	13	55
"3694"	"Stayed"	1628535	537	22630	1614	1604	12840	31	55
"3695"	"Stayed"	47933	83	858	203	203	182	1	31
"3696"	"Churned"	1537	2	61	3	3	11	0	1
"3697"	"Churned"	4939	7	133	15	15	24	0	4
"3698"	"Stayed"	5945	10	258	22	22	23	0	3
"3699"	"Churned"	1128	3	38	11	10	1	0	2
"3700"	"Churned"	2133	7	47	11	10	1	0	4
"3701"	"Churned"	3427	4	62	12	12	9	0	2
"3702"	"Churned"	9110	56	420	104	103	60	0	26
"3703"	"Churned"	18349	25	318	45	44	67	1	9
"3704"	"Churned"	5896	18	198	23	23	24	0	12
"3705"	"Churned"	881	5	32	6	6	5	0	5
"3706"	"Stayed"	23878	25	305	75	74	15	1	3
"3707"	"Churned"	169417	143	3705	817	808	624	23	26
"3708"	"Stayed"	77332	94	1100	150	145	89	6	24
"3709"	"Stayed"	209429	326	2897	446	444	528	61	36
"3710"	"Stayed"	41594	180	949	240	238	94	8	52
"3711"	"Stayed"	252127	328	5401	566	562	2634	10	35
"3712"	"Stayed"	6438	15	194	22	22	28	0	9
"3713"	"Stayed"	41776	39	592	92	85	107	2	11
"3714"	"Churned"	1085	4	30	5	5	1	0	4
"3715"	"Stayed"	612	1	16	2	2	0	0	1
"3716"	"Churned"	526	1	22	3	3	1	0	1
"3717"	"Stayed"	1502	5	46	10	10	1	0	5
"3718"	"Stayed"	6800	23	102	23	23	5	0	16
"3719"	"Churned"	9	1	5	1	1	0	0	1
"3720"	"Stayed"	265757	280	4294	822	870	120	0	50
"3721"	"Stayed"	48423	33	841	70	65	294	0	17
"3722"	"Churned"	156	4	12	4	4	0	0	2
"3723"	"Churned"	24262	86	599	102	100	31	2	22
"3724"	"Stayed"	225583	463	5066	878	873	1552	15	55
"3725"	"Stayed"	61066	178	1671	208	211	701	2	24
"3726"	"Stayed"	40993	98	1007	148	148	430	3	13
"3727"	"Stayed"	487279	332	7046	495	474	4397	11	52
"3728"	"Churned"	31981	48	462	83	78	125	3	13
"3729"	"Stayed"	71725	135	1284	294	293	180	0	34
"3730"	"Stayed"	57085	44	635	165	164	27	7	8
"3731"	"Churned"	4640	5	122	12	12	30	2	4
"3732"	"Churned"	15028	36	327	59	59	53	1	15
"3733"	"Churned"	374	1	17	2	2	1	0	1
"3734"	"Stayed"	212240	526	4474	721	729	1679	11	55
"3735"	"Churned"	10985	48	314	56	58	74	0	21
"3736"	"Stayed"	27503	151	1048	208	206	127	21	48
"3737"	"Churned"	14179	53	397	67	68	44	2	18
"3738"	"Stayed"	116486	225	3033	283	283	1535	13	29
"3739"	"Churned"	76503	105	1584	209	208	279	0	24
"3740"	"Churned"	2597	9	45	10	10	0	0	5
"3741"	"Churned"	74	3	12	5	5	0	0	1
"3742"	"Stayed"	11702	39	271	59	58	41	4	12
"3743"	"Churned"	702	1	7	2	2	0	0	1
"3744"	"Stayed"	11	3	12	3	3	0	0	3
"3745"	"Stayed"	78470	146	1140	174	171	134	4	40
"3746"	"Stayed"	43246	51	831	92	94	282	5	10
"3747"	"Churned"	180	1	3	1	0	0	0	1
"3748"	"Stayed"	77231	229	1242	357	352	164	14	55
"3749"	"Stayed"	5876	12	140	24	23	10	0	4
"3750"	"Stayed"	21282	44	508	78	72	65	0	15
"3751"	"Stayed"	292	2	12	3	3	0	0	2
"3752"	"Churned"	2904	3	138	6	6	12	0	2
"3753"	"Stayed"	1326	3	31	5	5	1	0	2
"3754"	"Stayed"	108098	73	2365	255	254	837	5	22
"3755"	"Churned"	1190	3	31	4	4	5	0	2
"3756"	"Churned"	4598	8	140	13	13	18	0	5
"3757"	"Churned"	2305	5	93	7	7	14	1	3
"3758"	"Stayed"	44965	171	1071	196	197	161	19	46
"3759"	"Stayed"	14271	33	281	53	52	38	0	14
"3760"	"Churned"	24016	65	535	80	74	66	0	29
"3761"	"Stayed"	25617	107	633	127	124	83	1	46
"3762"	"Churned"	4201	12	138	21	21	18	1	5
"3763"	"Churned"	865	1	28	1	1	5	0	1
"3764"	"Churned"	1097	10	48	13	13	0	0	6
"3765"	"Churned"	2371	9	60	13	13	2	3	7
"3766"	"Stayed"	502890	500	9418	1928	1960	1846	20	50
"3767"	"Stayed"	125712	288	2672	462	463	775	10	45
"3768"	"Stayed"	113949	364	2182	526	526	112	52	55
"3769"	"Stayed"	2765	30	139	35	35	8	0	24
"3770"	"Churned"	9572	37	234	53	52	8	10	25
"3771"	"Churned"	8	1	4	1	1	0	0	1
"3772"	"Stayed"	7233	35	276	48	48	27	0	12
"3773"	"Stayed"	400	4	19	5	5	0	0	4
"3774"	"Stayed"	79	2	7	2	2	0	0	1
"3775"	"Stayed"	143375	196	1684	272	268	484	17	53
"3776"	"Stayed"	30583	39	553	83	81	104	0	12
"3777"	"Churned"	25864	76	539	104	104	11	6	24
"3778"	"Stayed"	4371	18	156	28	28	13	0	6
"3779"	"Stayed"	404448	316	5721	1028	1024	1377	6	43
"3780"	"Churned"	2668	12	82	20	19	1	0	7
"3781"	"Stayed"	1568	2	29	2	2	12	0	2
"3782"	"Stayed"	13042	9	401	28	29	26	0	4
"3783"	"Churned"	1490	1	28	6	6	1	0	1
"3784"	"Churned"	72177	53	2370	249	243	81	51	20
"3785"	"Stayed"	2030	6	31	6	6	0	0	4
"3786"	"Stayed"	151180	251	2413	457	456	239	31	42
"3787"	"Stayed"	191968	498	3746	852	847	925	9	55
"3788"	"Stayed"	43346	30	1015	57	58	236	2	4
"3789"	"Churned"	8	1	4	1	1	0	0	1
"3790"	"Stayed"	16122	29	349	38	37	88	1	14
"3791"	"Stayed"	14	3	11	3	3	0	0	2
"3792"	"Churned"	10813	55	303	75	75	42	0	16
"3793"	"Churned"	356	2	16	3	2	0	0	2
"3794"	"Churned"	696	2	24	4	4	2	0	2
"3795"	"Churned"	613	5	38	11	11	0	0	2
"3796"	"Stayed"	6531	8	186	15	16	37	0	5
"3797"	"Stayed"	8166	23	256	30	32	55	0	10
"3798"	"Stayed"	127317	230	2428	412	444	494	15	54
"3799"	"Churned"	6304	19	191	20	20	23	1	8
"3800"	"Stayed"	39270	106	1161	169	170	375	21	37
"3801"	"Stayed"	16	1	4	1	1	0	0	1
"3802"	"Churned"	432	2	16	4	4	0	0	1
"3803"	"Stayed"	11436	38	243	50	49	33	0	24
"3804"	"Churned"	867	3	35	6	5	1	0	3
"3805"	"Stayed"	10837	39	285	52	52	22	1	21
"3806"	"Churned"	7861	12	152	18	18	24	1	6
"3807"	"Churned"	2126	2	83	5	5	9	0	1
"3808"	"Stayed"	216241	445	2990	775	771	306	11	55
"3809"	"Churned"	731	1	20	2	2	1	0	1
"3810"	"Churned"	23102	35	569	57	57	315	1	17
"3811"	"Stayed"	182060	239	4572	448	447	2641	15	44
"3812"	"Stayed"	204573	350	3613	611	611	1186	2	41
"3813"	"Churned"	37	1	4	1	1	0	0	1
"3814"	"Churned"	15001	19	485	40	40	61	0	4
"3815"	"Churned"	15463	42	292	58	56	52	2	23
"3816"	"Stayed"	1965	9	81	14	14	7	0	7
